Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label,results,src_port,dst_port,protocol,src_private,dst_private,credit_income_ratio,annuity_income_ratio,goods_income_ratio,followers_log,followers_neg
205.185.216.42-10.42.0.151-80-48850-6,104526,28,400,Cash loans,F,175500.0,808650.0,23773.5,675000.0,Pensioner,Single / not married,1,1,80,48850,6,False,True,4.607666053184882,0.1354607666053185,3.846131930872189,5.993961427306569,0
10.42.0.151-10.42.0.1-42608-53-17,104527,33,2083,Revolving loans,F,90000.0,135000.0,6750.0,135000.0,Working,Separated,0,0,42608,53,17,True,True,1.4999833335185164,0.07499916667592582,1.4999833335185164,7.642044402873258,0
10.42.0.211-123.125.115.164-47543-443-6,104530,29,1000,Cash loans,F,112500.0,1528200.0,53118.0,1350000.0,Commercial associate,Married,1,1,47543,443,6,True,False,13.583879254406627,0.47215580305952837,11.999893334281474,6.90875477931522,0
10.42.0.1-10.42.0.42-53-12901-17,104531,31,400,Revolving loans,M,180000.0,180000.0,9000.0,180000.0,Working,Single / not married,1,1,53,12901,17,True,True,0.9999944444753085,0.049999722223765426,0.9999944444753085,5.993961427306569,0
172.217.12.161-10.42.0.211-80-51638-6,104532,32,1665,Cash loans,M,81000.0,360000.0,17640.0,360000.0,Working,Married,0,0,80,51638,6,False,True,4.444389575437341,0.21777508919642968,4.444389575437341,7.418180822726788,0
172.217.10.2-10.42.0.42-443-48039-6,104533,34,1090,Cash loans,F,112500.0,523597.5,20893.5,468000.0,Working,Separated,1,1,443,48039,6,False,True,4.65415862970107,0.18571834917022959,4.159963022550911,6.994849985833071,0
172.217.11.46-10.42.0.151-443-37356-6,104534,28,500,Revolving loans,M,180000.0,247500.0,12375.0,247500.0,Working,Married,1,1,443,37356,6,False,True,1.374992361153549,0.06874961805767746,1.374992361153549,6.2166061010848646,0
10.42.0.211-10.42.0.1-22881-53-17,104535,40,400,Cash loans,F,180000.0,1078200.0,38331.0,900000.0,Working,Married,1,1,22881,53,17,True,True,5.989966722407098,0.21294881695101694,4.999972222376543,5.993961427306569,0
10.42.0.42-98.139.183.24-40204-443-6,104536,41,800,Cash loans,F,157500.0,741276.0,23913.0,531000.0,Working,Married,1,1,40204,443,6,True,False,4.70648440327363,0.15182760744376225,3.3714071656687894,6.68586094706836,0
172.217.12.142-10.42.0.42-443-59337-6,104537,31,1100,Cash loans,M,130500.0,414612.0,17694.0,297000.0,Pensioner,Married,0,0,443,59337,6,False,True,3.1770791028421237,0.13558516792974767,2.2758446295430685,7.00397413672268,0
10.42.0.42-119.146.74.34-52573-80-6,104538,30,750,Cash loans,M,225000.0,284400.0,22599.0,225000.0,Commercial associate,Married,1,1,52573,80,6,True,False,1.26399438224719,0.10043955360198399,0.9999955555753085,6.621405651764134,0
172.217.12.138-10.42.0.211-443-35577-6,104539,24,7129,Cash loans,M,225000.0,239850.0,22900.5,225000.0,Working,Single / not married,1,1,443,35577,6,False,True,1.065995262243279,0.1017795476464549,0.9999955555753085,8.872066513408342,0
10.42.0.211-10.42.0.1-31813-53-17,104540,47,500,Cash loans,M,65250.0,239850.0,23494.5,225000.0,Pensioner,Married,0,0,31813,53,17,True,True,3.675805734778011,0.3600634473034896,3.4482230157392224,6.2166061010848646,0
10.42.0.1-10.42.0.42-53-53197-17,104542,51,2270,Cash loans,M,180000.0,381528.0,20133.0,315000.0,Working,Married,0,0,53,53197,17,True,True,2.119588224509864,0.11184937861456325,1.7499902778317897,7.7279755421055585,0
10.42.0.151-10.42.0.1-60939-53-17,104543,31,500,Cash loans,M,90000.0,254700.0,30357.0,225000.0,Working,Single / not married,1,1,60939,53,17,True,True,2.8299685559049346,0.3372962522638637,2.499972222530861,6.2166061010848646,0
172.217.9.234-10.42.0.211-443-51708-6,104544,30,400,Cash loans,F,90000.0,283419.0,16398.0,234000.0,Pensioner,Civil marriage,1,1,443,51708,6,False,True,3.1490650103887736,0.18219797557804912,2.599971111432095,5.993961427306569,0
10.42.0.1-10.42.0.42-53-7214-17,104545,29,400,Cash loans,M,225000.0,900000.0,35694.0,900000.0,Commercial associate,Married,1,1,53,7214,17,True,True,3.999982222301234,0.15863929493646695,3.999982222301234,5.993961427306569,0
202.77.129.150-10.42.0.151-443-42520-6,104546,39,1154,Cash loans,F,90000.0,684000.0,19998.0,684000.0,Working,Married,0,0,443,42520,6,False,True,7.599915556493817,0.2221975311385429,7.599915556493817,7.051855622955894,0
10.42.0.211-10.42.0.1-38577-53-17,104547,39,6760,Cash loans,M,315000.0,1823242.5,55408.5,1665000.0,Working,Married,1,1,38577,53,17,True,True,5.788053053799829,0.1758994415890743,5.285697505722204,8.818926087090677,0
10.42.0.211-10.42.0.1-7893-53-17,104548,37,1730,Cash loans,F,135000.0,258709.5,26640.0,234000.0,Pensioner,Married,1,1,7893,53,17,True,True,1.9163524714631743,0.19733187161576582,1.7333204939222673,7.456454555176209,0
10.42.0.151-66.198.24.253-45703-80-6,104549,28,400,Revolving loans,F,112500.0,180000.0,9000.0,180000.0,Working,Separated,1,1,45703,80,6,True,False,1.5999857779041964,0.07999928889520982,1.5999857779041964,5.993961427306569,0
172.217.3.106-10.42.0.211-443-38475-6,104550,44,1305,Cash loans,F,78750.0,521280.0,23089.5,450000.0,Pensioner,Married,1,1,443,38475,6,False,True,6.619344516260111,0.29319627687267463,5.714213152848853,7.174724309836376,0
172.217.11.42-10.42.0.42-443-38038-6,104551,36,1180,Cash loans,F,135000.0,225000.0,24363.0,225000.0,Commercial associate,Married,1,1,443,38038,6,False,True,1.6666543210791032,0.18046532988644529,1.6666543210791032,7.074116816197362,0
10.42.0.211-106.39.162.36-49780-80-6,104552,40,2640,Cash loans,M,135000.0,330048.0,12573.0,216000.0,Working,Married,1,1,49780,80,6,True,False,2.444781890504515,0.09313264346190028,1.599988148235939,7.878912912297132,0
172.217.12.142-10.42.0.151-443-48118-6,104553,31,1146,Cash loans,F,90000.0,390960.0,15223.5,337500.0,Pensioner,Married,1,1,443,48118,6,False,True,4.343951733869623,0.16914812057643805,3.749958333796291,7.044905117129371,0
202.77.129.150-10.42.0.211-80-35470-6,104554,32,1231,Cash loans,F,90000.0,104256.0,10944.0,90000.0,Working,Single / not married,1,1,80,35470,6,False,True,1.1583871290318997,0.12159864890390107,0.9999888890123443,7.116394144093465,0
10.42.0.211-98.139.180.180-51618-443-6,104555,34,1430,Cash loans,F,360000.0,405000.0,32125.5,405000.0,Commercial associate,Married,1,1,51618,443,6,True,False,1.1249968750086805,0.08923725211874411,1.1249968750086805,7.266128779556451,0
10.42.0.151-23.199.17.202-48104-443-6,104556,22,400,Cash loans,M,81000.0,90000.0,10809.0,90000.0,Commercial associate,Single / not married,1,1,48104,443,6,True,False,1.1110973938593351,0.13344279700250614,1.1110973938593351,5.993961427306569,0
10.42.0.211-121.12.98.78-57705-80-6,104557,31,1268,Cash loans,M,112500.0,225000.0,11074.5,225000.0,Commercial associate,Civil marriage,1,1,57705,80,6,True,False,1.9999822223802455,0.09843912498555568,1.9999822223802455,7.1459844677143876,0
10.42.0.1-10.42.0.42-53-22544-17,104558,43,1430,Cash loans,F,225000.0,1264522.5,41922.0,1035000.0,Working,Married,1,1,53,22544,17,True,True,5.620075021888792,0.1863191719147915,4.599979555646419,7.266128779556451,0
202.77.129.185-10.42.0.211-80-47560-6,104559,37,1040,Cash loans,F,157500.0,454500.0,16974.0,454500.0,Commercial associate,Single / not married,1,1,80,47560,6,False,True,2.88569596383515,0.10777074431273452,2.88569596383515,6.947937068614969,0
10.42.0.151-10.42.0.1-5083-53-17,104560,30,1231,Cash loans,F,135000.0,271066.5,10174.5,234000.0,Working,Married,0,0,5083,53,17,True,True,2.0078851267768387,0.07536610839919704,1.7333204939222673,7.116394144093465,0
10.42.0.151-103.7.30.118-43226-80-6,104561,24,3601,Revolving loans,F,81000.0,135000.0,6750.0,135000.0,Working,Married,1,1,43226,80,6,True,False,1.6666460907890026,0.08333230453945013,1.6666460907890026,8.189244525735901,0
10.42.0.151-120.196.211.8-54897-80-6,104562,46,1231,Cash loans,F,135000.0,855000.0,27580.5,855000.0,Working,Separated,0,0,54897,80,6,True,False,6.333286420100592,0.20429848667787645,6.333286420100592,7.116394144093465,0
10.42.0.1-10.42.0.42-53-6388-17,104563,28,1231,Cash loans,M,135000.0,238500.0,28435.5,238500.0,Working,Single / not married,1,1,53,6388,17,True,True,1.7666535803438492,0.21063177309797707,1.7666535803438492,7.116394144093465,0
10.42.0.211-10.42.0.1-5420-53-17,104564,27,1740,Cash loans,M,112500.0,101880.0,12217.5,90000.0,Working,Single / not married,1,1,5420,53,17,True,True,0.9055919502937751,0.10859903467524733,0.7999928889520982,7.462214939768189,0
172.217.10.74-10.42.0.42-443-55920-6,104565,35,400,Cash loans,F,216000.0,820453.5,34893.0,652500.0,Working,Married,1,1,443,55920,6,False,True,3.798378248248851,0.16154091879204263,3.020819348058574,5.993961427306569,0
10.42.0.1-10.42.0.42-53-47668-17,104566,45,3665,Revolving loans,M,135000.0,180000.0,9000.0,180000.0,Pensioner,Civil marriage,0,0,53,47668,17,True,True,1.3333234568632826,0.06666617284316413,1.3333234568632826,8.20685642839965,0
172.217.10.99-10.42.0.211-80-55276-6,104567,38,5525,Cash loans,M,67500.0,143910.0,14364.0,135000.0,Pensioner,Married,1,1,80,55276,6,False,True,2.1319684152827367,0.2127968474541118,1.9999703708093213,8.617219505483362,0
10.42.0.1-10.42.0.42-53-15438-17,104568,40,4118,Cash loans,M,135000.0,143910.0,15628.5,135000.0,Working,Married,1,1,53,15438,17,True,True,1.0659921037621944,0.11576580914215451,0.9999925926474619,8.323365694436081,0
10.42.0.211-103.235.46.212-60284-80-6,104569,30,3440,Cash loans,F,135000.0,1206000.0,35392.5,1206000.0,Working,Married,1,1,60284,80,6,True,False,8.933267160983993,0.2621647247057429,8.933267160983993,8.14351740579748,0
10.42.0.211-69.147.82.60-58931-443-6,104570,28,2477,Cash loans,M,225000.0,1350000.0,37255.5,1350000.0,Pensioner,Married,0,0,58931,443,6,True,False,5.999973333451852,0.1655792640921596,5.999973333451852,7.815207062189088,0
10.42.0.151-10.42.0.1-29645-53-17,104571,31,400,Cash loans,F,157500.0,1113840.0,57001.5,900000.0,Working,Married,1,1,29645,53,17,True,True,7.071955098697786,0.3619119878603945,5.714249433336931,5.993961427306569,0
8.0.6.4-8.6.0.1-0-0-0,104572,28,2409,Cash loans,M,180000.0,523597.5,25317.0,468000.0,Working,Married,0,0,0,0,0,False,False,2.9088588396731128,0.14064921861545213,2.599985555635802,7.787382026484701,0
172.217.6.234-10.42.0.151-443-47693-6,104573,38,1000,Cash loans,F,202500.0,272173.5,12118.5,184500.0,Working,Married,1,1,443,47693,6,False,True,1.3440600293331886,0.05984414891778312,0.9111066118192009,6.90875477931522,0
183.232.118.20-10.42.0.211-80-41013-6,104574,41,1170,Cash loans,M,157500.0,450000.0,16965.0,450000.0,Working,Married,0,0,80,41013,6,False,True,2.8571247166684657,0.10771360181840116,2.8571247166684657,7.065613363597717,0
172.217.12.206-10.42.0.151-443-58997-6,104575,31,1390,Cash loans,M,81000.0,450000.0,22018.5,450000.0,Commercial associate,Married,1,1,443,58997,6,False,True,5.555486969296675,0.27182997740768633,5.555486969296675,7.237778191923443,0
172.217.3.97-10.42.0.151-443-40075-6,104576,48,4525,Cash loans,F,180000.0,755190.0,48960.0,675000.0,Working,Married,0,0,443,40075,6,False,True,4.195476691796157,0.2719984888972839,3.7499791667824067,8.417593826193484,0
10.42.0.211-66.198.24.253-53182-443-6,104577,34,400,Cash loans,F,144000.0,270000.0,23301.0,270000.0,Commercial associate,Single / not married,1,1,53182,443,6,True,False,1.8749869792570886,0.16181137630988673,1.8749869792570886,5.993961427306569,0
10.42.0.151-10.42.0.1-17523-53-17,104579,49,1000,Cash loans,M,225000.0,450000.0,27324.0,450000.0,Working,Married,1,1,17523,53,17,True,True,1.999991111150617,0.12143946026906548,1.999991111150617,6.90875477931522,0
180.76.138.25-10.42.0.211-80-45378-6,104580,26,250,Cash loans,M,67500.0,481495.5,33511.5,454500.0,Pensioner,Married,1,1,80,45378,6,False,True,7.133160990207553,0.4964593117139005,6.733233581724715,5.5254529391317835,0
10.42.0.151-10.42.0.1-25307-53-17,104581,57,400,Cash loans,F,90000.0,135000.0,6889.5,135000.0,Working,Civil marriage,1,1,25307,53,17,True,True,1.4999833335185164,0.07654914945389496,1.4999833335185164,5.993961427306569,0
10.42.0.42-119.146.74.48-55132-80-6,104582,35,400,Cash loans,F,189000.0,254700.0,30357.0,225000.0,Working,Married,0,0,55132,80,6,True,False,1.3476119173972625,0.1606181977873133,1.1904698916936947,5.993961427306569,0
175.100.207.233-10.42.0.42-80-42912-6,104583,58,250,Cash loans,M,157500.0,328405.5,25947.0,283500.0,Working,Married,1,1,80,42912,6,False,True,2.0851010469774796,0.1647418111631037,1.7999885715011332,5.5254529391317835,0
10.42.0.211-64.71.142.95-53763-443-6,104585,36,250,Cash loans,F,171000.0,528633.0,22527.0,472500.0,Commercial associate,Widow,0,0,53763,443,6,True,False,3.0914029742516127,0.13173607171887883,2.7631417360132398,5.5254529391317835,0
198.11.188.78-10.42.0.211-443-52556-6,104586,28,400,Cash loans,F,54000.0,142200.0,9387.0,112500.0,Working,Married,1,1,443,52556,6,False,True,2.633284568804281,0.1738301142571434,2.0832947538008555,5.993961427306569,0
10.42.0.151-106.11.92.1-56127-443-6,104587,37,1280,Cash loans,F,112500.0,193500.0,12928.5,193500.0,Working,Married,1,1,56127,443,6,True,False,1.7199847112470112,0.11491897849796891,1.7199847112470112,7.155396301896734,0
172.217.10.138-10.42.0.42-443-33955-6,104589,31,3440,Cash loans,M,135000.0,133659.0,12388.5,108000.0,Commercial associate,Married,1,1,443,33955,6,False,True,0.9900593328938304,0.09176598691861541,0.7999940741179695,8.14351740579748,0
203.205.158.34-10.42.0.151-80-60175-6,104590,28,0,Revolving loans,F,76500.0,225000.0,11250.0,225000.0,Pensioner,Married,1,1,80,60175,6,False,True,2.9411380243395513,0.14705690121697756,2.9411380243395513,0.0,0
172.217.10.138-10.42.0.42-443-52164-6,104591,36,400,Cash loans,M,135000.0,675000.0,21775.5,675000.0,Commercial associate,Civil marriage,1,1,443,52164,6,False,True,4.9999629632373095,0.1612988051940356,4.9999629632373095,5.993961427306569,0
10.42.0.211-10.42.0.1-21538-53-17,104592,39,1540,Cash loans,M,180000.0,755190.0,29947.5,675000.0,Commercial associate,Married,1,1,21538,53,17,True,True,4.195476691796157,0.16637407569957946,3.7499791667824067,7.340186835320115,0
10.42.0.211-104.192.110.245-53610-80-6,104593,31,1995,Revolving loans,F,135000.0,180000.0,9000.0,180000.0,Commercial associate,Civil marriage,1,1,53610,80,6,True,False,1.3333234568632826,0.06666617284316413,1.3333234568632826,7.59890045687141,0
10.42.0.151-52.94.232.32-44587-443-6,104594,33,5077,Revolving loans,F,225000.0,225000.0,11250.0,225000.0,Working,Married,1,1,44587,443,6,True,False,0.9999955555753085,0.04999977777876543,0.9999955555753085,8.532672762264625,0
182.22.31.252-10.42.0.151-443-51322-6,104595,32,1840,Cash loans,F,112500.0,225000.0,22383.0,225000.0,Pensioner,Single / not married,1,1,443,51322,6,False,True,1.9999822223802455,0.1989582314823868,1.9999822223802455,7.518064181233078,0
198.11.188.78-10.42.0.151-443-40931-6,104596,28,1230,Cash loans,F,270000.0,640080.0,31261.5,450000.0,Working,Married,0,0,443,40931,6,False,True,2.3706578864522725,0.11578290450776109,1.6666604938500227,7.115582126184454,0
172.217.10.74-10.42.0.42-443-44850-6,104597,31,1840,Cash loans,M,96750.0,312768.0,11718.0,270000.0,Pensioner,Married,1,1,443,44850,6,False,True,3.232710773015266,0.12111502723486062,2.790668830296328,7.518064181233078,0
10.42.0.211-52.84.0.236-55944-443-6,104598,38,1720,Cash loans,F,180000.0,417024.0,15453.0,360000.0,Working,Married,0,0,55944,443,6,True,False,2.3167871289603945,0.08584952305820523,1.999988888950617,7.450660796211539,0
10.42.0.42-66.228.48.38-50690-123-17,104599,46,1430,Cash loans,F,135000.0,522000.0,17095.5,522000.0,Pensioner,Widow,1,1,50690,123,17,True,False,3.8666380249035193,0.12663239531559026,3.8666380249035193,7.266128779556451,0
10.42.0.151-10.42.0.1-41201-53-17,104600,34,2919,Revolving loans,F,135000.0,270000.0,13500.0,270000.0,Unemployed,Widow,1,1,41201,53,17,True,True,1.9999851852949238,0.09999925926474619,1.9999851852949238,7.979338895262328,0
182.22.24.252-10.42.0.211-443-52469-6,104601,47,1666,Cash loans,M,225000.0,1575000.0,43443.0,1575000.0,Working,Separated,1,1,443,52469,6,False,True,6.99996888902716,0.1930791418704806,6.99996888902716,7.418780882750794,0
10.42.0.211-121.12.98.64-40891-80-6,104603,24,400,Cash loans,F,202500.0,592560.0,35937.0,450000.0,Working,Single / not married,1,1,40891,80,6,True,False,2.9262077718134725,0.17746579029239362,2.2222112483395144,5.993961427306569,0
10.42.0.211-13.107.3.128-49606-443-6,104604,33,1370,Revolving loans,F,67500.0,247500.0,12375.0,247500.0,Pensioner,Single / not married,1,1,49606,443,6,True,False,3.6666123464837557,0.1833306173241878,3.6666123464837557,7.223295679562314,0
172.217.12.202-10.42.0.211-443-44698-6,104605,50,50,Cash loans,F,121500.0,509602.5,21721.5,387000.0,Pensioner,Married,1,1,443,44698,6,False,True,4.194224738891038,0.17877630636784883,3.1851589698850216,3.9318256327243257,0
10.42.0.151-72.21.206.141-49192-443-6,104606,52,500,Cash loans,F,144000.0,310500.0,15853.5,310500.0,Pensioner,Single / not married,1,1,49192,443,6,True,False,2.1562350261456515,0.11009298546537871,2.1562350261456515,6.2166061010848646,0
10.42.0.211-123.125.29.220-55693-80-6,104607,35,50,Cash loans,F,202500.0,755190.0,36459.0,675000.0,Working,Married,0,0,55693,80,6,True,False,3.729314916963373,0.18004355534046745,3.3333168725092714,3.9318256327243257,0
10.42.0.151-104.244.43.195-40147-443-6,104608,32,50,Cash loans,M,81000.0,555273.0,18040.5,463500.0,Pensioner,Widow,1,1,40147,443,6,True,False,6.855137590893939,0.2227194725991037,5.722151578375575,3.9318256327243257,0
10.42.0.151-10.42.0.1-55996-53-17,104609,46,500,Cash loans,F,90000.0,562500.0,16578.0,562500.0,Working,Single / not married,1,1,55996,53,17,True,True,6.249930556327152,0.18419795335607383,6.249930556327152,6.2166061010848646,0
10.42.0.211-23.34.19.143-60332-80-6,104612,32,50,Cash loans,F,135000.0,472500.0,48546.0,454500.0,Working,Married,1,1,60332,80,6,True,False,3.4999740742661167,0.3595973363160273,3.3666417285797885,3.9318256327243257,0
10.42.0.151-10.42.0.1-19591-53-17,104613,32,1590,Cash loans,F,67500.0,808650.0,26217.0,675000.0,Pensioner,Married,1,1,19591,53,17,True,True,11.979822521147835,0.38839424601117023,9.999851854046607,7.372118028337787,0
10.42.0.151-10.42.0.1-38182-53-17,104614,41,1370,Cash loans,M,540000.0,835380.0,42781.5,675000.0,Commercial associate,Married,1,1,38182,53,17,True,True,1.5469971351904903,0.07922485328730873,1.2499976851894719,7.223295679562314,0
172.217.10.97-10.42.0.42-443-36799-6,104615,30,400,Cash loans,F,72000.0,364896.0,17554.5,315000.0,Pensioner,Married,1,1,443,36799,6,False,True,5.067929612088721,0.24380911376230885,4.374939236955043,5.993961427306569,0
151.101.0.166-10.42.0.211-443-37455-6,104616,28,2130,Cash loans,M,157500.0,278613.0,27684.0,252000.0,Working,Married,0,0,443,37455,6,False,True,1.7689601970781137,0.175770312569444,1.5999898413343407,7.664346632098617,0
10.42.0.211-66.231.239.120-35549-80-6,104617,34,1090,Cash loans,M,360000.0,790830.0,62613.0,675000.0,Commercial associate,Married,1,1,35549,80,6,True,False,2.196743897933617,0.173924516876342,1.8749947916811343,6.994849985833071,0
10.42.0.151-72.21.206.135-43246-443-6,104619,40,1430,Cash loans,F,135000.0,810000.0,31653.0,810000.0,Commercial associate,Married,1,1,43246,443,6,True,False,5.999955555884771,0.23446492988940823,5.999955555884771,7.266128779556451,0
157.240.2.25-10.42.0.42-443-51677-6,104621,35,600,Cash loans,M,157500.0,675000.0,26901.0,675000.0,Working,Married,1,1,443,51677,6,False,True,4.2856870750026985,0.17079891556244087,4.2856870750026985,6.398594934535208,0
10.42.0.42-66.198.178.90-47080-443-6,104623,27,600,Cash loans,M,292500.0,405000.0,32472.0,405000.0,Commercial associate,Married,0,0,47080,443,6,True,False,1.3846106509037577,0.11101500507690572,1.3846106509037577,6.398594934535208,0
172.217.11.42-10.42.0.42-443-51810-6,104626,32,1090,Cash loans,F,270000.0,1321902.0,38781.0,1035000.0,Working,Married,1,1,443,51810,6,False,True,4.895915200314073,0.14363280135999495,3.8333191358550525,6.994849985833071,0
173.194.205.157-10.42.0.211-443-46834-6,104627,44,1140,Cash loans,F,157500.0,364896.0,17685.0,315000.0,Working,Married,1,1,443,46834,6,False,True,2.3167852902521253,0.11228500136507069,1.999987301667926,7.039660349862076,0
220.194.79.21-10.42.0.151-80-55014-6,104628,40,5925,Cash loans,F,58500.0,550980.0,40221.0,450000.0,Working,Married,0,0,80,55014,6,False,True,9.41830054187108,0.6875267089451462,7.692176202116203,8.68710472813351,0
198.54.12.127-10.42.0.211-443-50761-6,104629,24,433,Cash loans,M,360000.0,900000.0,46084.5,900000.0,Working,Married,1,1,443,50761,6,False,True,2.4999930555748455,0.12801214441070996,2.4999930555748455,6.073044534100405,0
239.255.255.250-10.42.0.1-1900-44105-17,104630,28,5925,Cash loans,M,225000.0,135000.0,7020.0,135000.0,Pensioner,Married,0,0,1900,44105,17,False,True,0.5999973333451851,0.031199861333949627,0.5999973333451851,8.68710472813351,0
10.42.0.211-10.42.0.1-10055-53-17,104631,29,2127,Cash loans,F,135000.0,835380.0,33129.0,675000.0,Pensioner,Civil marriage,1,1,10055,53,17,True,True,6.187954163302494,0.24539818223568716,4.9999629632373095,7.662937850461535,0
10.42.0.211-115.239.210.141-37653-443-6,104632,33,1610,Cash loans,M,157500.0,313438.5,21073.5,283500.0,Commercial associate,Single / not married,1,1,37653,443,6,True,False,1.9900730789010863,0.13379915048158425,1.7999885715011332,7.384610383176974,0
222.73.28.96-10.42.0.211-80-55824-6,104633,35,1185,Cash loans,M,180000.0,254700.0,30357.0,225000.0,Working,Married,0,0,80,55824,6,False,True,1.4149921389325615,0.16864906306076077,1.2499930555941356,7.078341579557671,0
10.42.0.211-98.139.199.205-60151-443-6,104635,34,400,Cash loans,F,162000.0,553500.0,58122.0,553500.0,Working,Married,1,1,60151,443,6,True,False,3.416645576261875,0.3587755631138079,3.416645576261875,5.993961427306569,0
10.42.0.211-66.198.24.253-44750-80-6,104636,28,1440,Revolving loans,F,81000.0,180000.0,9000.0,180000.0,Working,Married,1,1,44750,80,6,True,False,2.2221947877186703,0.1111097393859335,2.2221947877186703,7.273092595999522,0
10.42.0.211-111.221.77.148-46884-40010-6,104637,32,1640,Cash loans,F,157500.0,288873.0,18589.5,238500.0,Working,Married,1,1,46884,40010,6,True,False,1.8341026406181549,0.11802782204557431,1.5142760998342868,7.403061091090091,0
239.255.255.250-10.42.0.1-1900-38567-17,104638,38,1090,Cash loans,F,216000.0,500211.0,25537.5,463500.0,Pensioner,Widow,1,1,1900,38567,17,False,True,2.315780945458586,0.11822861931194763,2.1458233989657454,6.994849985833071,0
172.217.7.131-10.42.0.211-443-49008-6,104640,31,1090,Cash loans,F,243000.0,675000.0,28507.5,675000.0,State servant,Married,0,0,443,49008,6,False,True,2.777766346640549,0.11731433203978585,2.777766346640549,6.994849985833071,0
172.217.10.110-10.42.0.211-443-55767-6,104641,32,1079,Cash loans,F,216000.0,1575000.0,43443.0,1575000.0,State servant,Married,1,1,443,55767,6,False,True,7.2916329091069025,0.20112406887005152,7.2916329091069025,6.984716320118265,0
10.42.0.211-10.42.0.1-10676-53-17,104642,28,400,Revolving loans,F,180000.0,225000.0,11250.0,225000.0,Working,Married,1,1,10676,53,17,True,True,1.2499930555941356,0.06249965277970678,1.2499930555941356,5.993961427306569,0
151.101.1.140-10.42.0.211-443-42216-6,104643,36,1090,Revolving loans,F,135000.0,202500.0,10125.0,202500.0,Commercial associate,Separated,1,1,443,42216,6,False,True,1.4999888889711928,0.07499944444855965,1.4999888889711928,6.994849985833071,0
10.42.0.211-112.80.248.220-35570-80-6,104644,40,400,Cash loans,M,157500.0,765000.0,25411.5,765000.0,Working,Married,0,0,35570,80,6,True,False,4.857112018336392,0.16134183275026825,4.857112018336392,5.993961427306569,0
169.47.40.158-10.42.0.151-5222-60095-6,104645,43,1890,Cash loans,F,135000.0,728460.0,40806.0,675000.0,Commercial associate,Married,0,0,5222,60095,6,False,True,5.395960029925704,0.30226442767090617,4.9999629632373095,7.544861068658458,0
10.42.0.42-61.160.149.70-44930-15100-6,104648,35,500,Cash loans,F,157500.0,1042560.0,55543.5,900000.0,Working,Married,1,1,44930,15100,6,True,False,6.619386543577501,0.3526549037783887,5.714249433336931,6.2166061010848646,0
172.217.10.225-10.42.0.151-443-49092-6,104649,32,1430,Cash loans,F,211500.0,1042515.0,70083.0,999000.0,Working,Separated,0,0,443,49092,6,False,True,4.929125630611676,0.33136013541307135,4.723381922544101,7.266128779556451,0
10.42.0.211-52.84.29.154-47425-443-6,104650,24,1090,Cash loans,F,99000.0,675000.0,19867.5,675000.0,Working,Married,1,1,47425,443,6,True,False,6.818112948354057,0.20067979111322107,6.818112948354057,6.994849985833071,0
10.42.0.151-23.194.108.102-50471-443-6,104651,25,400,Cash loans,F,144000.0,1042560.0,34456.5,900000.0,Working,Married,1,1,50471,443,6,True,False,7.239949722571371,0.23927958833619212,6.249956597523628,5.993961427306569,0
182.22.25.124-10.42.0.42-443-39433-6,104653,34,400,Cash loans,F,112500.0,679500.0,38070.0,679500.0,Working,Single / not married,1,1,443,39433,6,False,True,6.039946311588341,0.33839699202673756,6.039946311588341,5.993961427306569,0
10.42.0.1-10.42.0.42-53-38935-17,104654,31,1380,Cash loans,M,99000.0,269550.0,13095.0,225000.0,Working,Married,1,1,53,38935,17,True,True,2.722699770709387,0.13227139119806872,2.272704316118019,7.2305631534092925,0
10.42.0.1-10.42.0.42-53-29574-17,104655,26,500,Cash loans,F,83250.0,254700.0,14620.5,225000.0,State servant,Single / not married,1,1,53,29574,17,True,True,3.0594227096371216,0.175619512077933,2.702670238195337,6.2166061010848646,0
10.42.0.1-10.42.0.42-53-51890-17,104656,27,500,Cash loans,F,76500.0,436032.0,16564.5,360000.0,Pensioner,Widow,1,1,53,51890,17,True,True,5.699690200128103,0.21652658135187774,4.705820838943282,6.2166061010848646,0
10.42.0.211-54.230.49.105-51382-443-6,104657,30,1370,Cash loans,M,270000.0,752553.0,40954.5,598500.0,Pensioner,Married,1,1,51382,443,6,True,False,2.787223010285147,0.15168277154529058,2.21665845682053,7.223295679562314,0
10.42.0.211-106.11.95.2-60591-443-6,104658,31,400,Revolving loans,F,180000.0,540000.0,27000.0,540000.0,Working,Single / not married,1,1,60591,443,6,True,False,2.9999833334259254,0.14999916667129626,2.9999833334259254,5.993961427306569,0
10.42.0.151-14.29.93.254-58730-80-6,104659,34,1090,Revolving loans,F,90000.0,247500.0,12375.0,247500.0,Pensioner,Married,1,1,58730,80,6,True,False,2.7499694447839467,0.13749847223919734,2.7499694447839467,6.994849985833071,0
172.217.10.110-10.42.0.151-443-44144-6,104660,31,750,Cash loans,F,67500.0,242595.0,10813.5,202500.0,Commercial associate,Civil marriage,1,1,443,44144,6,False,True,3.5939467563443506,0.16019762670182663,2.999955556213982,6.621405651764134,0
