Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label
202.77.129.150-10.42.0.211-443-37739-6,106977,41,400,Cash loans,F,270000,1436850,42142.5,1125000,Working,Single / not married,0
157.240.18.36-10.42.0.211-443-34535-6,106978,34,500,Revolving loans,F,58500,180000,9000,180000,Working,Married,1
172.217.10.226-10.42.0.211-443-48160-6,106979,20,1040,Cash loans,M,180000,1255680,41629.5,1125000,Commercial associate,Married,0
10.42.0.211-10.42.0.1-54096-53-17,106981,31,500,Cash loans,M,180000,237024,15970.5,180000,Working,Married,1
172.217.11.42-10.42.0.211-443-50436-6,106982,28,400,Cash loans,F,157500,1170000,33660,1170000,Working,Married,0
172.217.12.206-10.42.0.151-443-51750-6,106983,33,400,Cash loans,F,270000,900000,26316,900000,State servant,Single / not married,1
10.42.0.211-77.234.44.199-47467-80-6,106984,41,1040,Cash loans,M,58500,131922,5940,94500,Pensioner,Married,0
10.42.0.151-10.42.0.1-63835-53-17,106985,33,400,Cash loans,F,225000,1800000,49630.5,1800000,Pensioner,Married,0
10.42.0.151-119.146.74.33-50165-443-6,106988,26,1040,Cash loans,F,67500,545040,19705.5,450000,Working,Married,0
239.255.255.250-10.42.0.1-1900-41148-17,106989,40,1090,Cash loans,M,180000,95940,10462.5,90000,Working,Single / not married,0
10.42.0.211-119.146.74.33-50740-443-6,106991,29,400,Cash loans,F,157500,572292,20556,472500,Working,Married,0
172.217.12.195-10.42.0.42-443-32842-6,106992,33,500,Cash loans,M,76500,370629,13441.5,306000,Commercial associate,Married,0
192.229.173.173-10.42.0.42-80-57058-6,106993,30,400,Cash loans,M,270000,275040,13374,180000,Working,Married,0
10.42.0.151-10.42.0.1-58617-53-17,106994,43,400,Cash loans,M,112500,254700,30357,225000,Working,Married,0
216.58.219.226-10.42.0.151-443-60409-6,106995,40,500,Cash loans,F,90000,521280,19449,450000,Pensioner,Married,1
205.204.101.182-10.42.0.211-443-41734-6,106996,34,400,Cash loans,F,292500,1264738.5,67513.5,1138500,Commercial associate,Married,0
182.22.24.252-10.42.0.211-443-52447-6,106997,29,1280,Cash loans,M,261000,1460691,54261,1363500,Commercial associate,Married,0
216.58.219.234-10.42.0.151-443-56198-6,106998,32,1090,Cash loans,M,315000,418500,20484,418500,Working,Married,0
202.77.129.150-10.42.0.211-80-56647-6,106999,31,1190,Cash loans,M,270000,900000,48082.5,900000,Commercial associate,Married,0
10.42.0.1-10.42.0.42-53-60478-17,107000,42,500,Cash loans,F,135000,177768,14175,135000,Working,Married,0
10.42.0.151-52.55.212.72-40067-443-6,107001,24,1820,Cash loans,F,112500,518562,26604,463500,Working,Married,0
10.42.0.151-31.13.71.3-39424-443-6,107002,39,1830,Cash loans,F,202500,755190,36459,675000,Commercial associate,Civil marriage,0
10.42.0.211-10.42.0.1-52166-53-17,107003,37,1775,Revolving loans,M,180000,450000,22500,450000,State servant,Married,0
10.42.0.211-123.125.29.220-57855-80-6,107004,31,500,Cash loans,M,135000,315000,14683.5,315000,Working,Married,1
151.101.117.140-10.42.0.211-443-45523-6,107005,31,400,Cash loans,F,90000,90000,6034.5,90000,Working,Civil marriage,0
10.42.0.211-115.239.210.141-47691-80-6,107006,43,4769,Cash loans,F,117000,852088.5,33921,688500,Pensioner,Widow,1
172.217.12.195-10.42.0.151-443-60410-6,107007,42,3240,Cash loans,F,67500,545040,25537.5,450000,Working,Married,1
198.11.132.221-10.42.0.211-443-33187-6,107008,21,1440,Cash loans,F,157500,204768,16177.5,162000,Working,Married,1
180.149.138.197-10.42.0.42-80-48459-6,107009,27,8417,Cash loans,M,135000,1125000,33025.5,1125000,Working,Married,0
10.42.0.211-125.39.133.40-45420-80-6,107010,33,250,Cash loans,F,112500,640080,20929.5,450000,Commercial associate,Separated,0
220.181.7.190-10.42.0.42-443-40327-6,107011,32,2170,Cash loans,F,148500,825588,43983,765000,Working,Married,1
172.217.12.136-10.42.0.211-443-59614-6,107012,31,250,Cash loans,F,157500,417708,30523.5,369000,Working,Civil marriage,0
172.217.12.142-10.42.0.151-443-54402-6,107014,37,2855,Cash loans,F,90000,654498,31617,585000,Working,Married,1
10.42.0.211-111.206.25.159-60747-80-6,107015,26,250,Cash loans,F,135000,133659,10845,108000,Commercial associate,Married,0
239.255.255.250-10.42.0.151-1900-55233-17,107016,29,7312,Cash loans,M,126000,1256400,44644.5,900000,Working,Married,0
172.217.10.46-10.42.0.151-443-52006-6,107017,29,1000,Cash loans,M,382500,733315.5,39199.5,679500,Pensioner,Single / not married,0
10.42.0.42-52.84.1.143-33727-443-6,107018,35,1132,Cash loans,F,348750,703728,36058.5,607500,Pensioner,Married,1
172.217.12.174-10.42.0.151-443-37218-6,107019,45,550,Cash loans,M,180000,225000,23872.5,225000,Working,Civil marriage,1
151.101.117.140-10.42.0.211-443-36816-6,107020,38,1262,Cash loans,F,202500,604152,30978,540000,Working,Married,0
10.42.0.151-31.13.71.3-41509-443-6,107021,43,3598,Cash loans,F,135000,808650,26217,675000,Working,Married,0
10.42.0.211-106.39.162.36-47295-80-6,107022,41,850,Cash loans,F,229500,354276,13486.5,292500,Pensioner,Married,0
10.42.0.211-10.42.0.1-56155-53-17,107024,43,1640,Cash loans,M,405000,2013840,55507.5,1800000,Commercial associate,Married,1
172.217.12.174-10.42.0.211-80-39671-6,107025,28,500,Revolving loans,M,225000,382500,19125,382500,Working,Married,0
172.217.10.106-10.42.0.42-443-38744-6,107026,36,8497,Cash loans,F,135000,835380,33129,675000,Pensioner,Single / not married,1
10.42.0.151-10.42.0.1-17948-53-17,107027,43,400,Cash loans,M,247500,1288350,37800,1125000,Working,Married,0
10.42.0.211-10.42.0.1-1209-53-17,107028,26,400,Cash loans,F,112500,277969.5,16087.5,229500,Pensioner,Widow,0
180.76.147.76-10.42.0.211-80-37290-6,107029,34,1079,Cash loans,F,90000,254700,26874,225000,Pensioner,Married,0
10.42.0.151-54.192.38.65-43749-443-6,107030,55,1838,Cash loans,F,135000,317979,16366.5,274500,Working,Single / not married,0
10.42.0.151-31.13.71.37-46797-443-6,107031,38,400,Cash loans,F,157500,1198548,50913,1102500,Working,Married,0
10.42.0.211-10.42.0.1-63065-53-17,107032,28,850,Cash loans,M,157500,956574,38065.5,855000,Commercial associate,Married,0
10.42.0.211-10.42.0.1-35283-53-17,107034,31,1604,Cash loans,F,292500,900000,62770.5,900000,Commercial associate,Married,0
203.205.128.137-10.42.0.42-80-42527-6,107035,29,1977,Cash loans,F,112500,545040,25537.5,450000,Commercial associate,Civil marriage,0
10.42.0.42-119.146.74.49-58156-443-6,107036,32,400,Cash loans,M,180000,592560,31153.5,450000,Working,Civil marriage,1
172.217.12.174-10.42.0.151-443-36434-6,107038,28,400,Cash loans,M,112500,197820,18144,180000,Working,Single / not married,1
172.217.12.174-10.42.0.151-443-40168-6,107039,36,15950,Cash loans,M,121500,203760,20281.5,180000,State servant,Married,1
172.217.10.72-10.42.0.211-443-46683-6,107040,51,750,Cash loans,M,85500,851778,25033.5,711000,Pensioner,Married,1
172.217.12.174-10.42.0.151-443-45921-6,107041,32,500,Cash loans,M,112500,343377,21136.5,283500,Working,Married,0
10.42.0.211-66.102.255.61-58391-80-6,107042,30,-800,Cash loans,M,180000,485640,38133,450000,Working,Married,1
180.149.153.68-10.42.0.211-80-55529-6,107043,27,4295,Cash loans,F,450000,1129500,31189.5,1129500,State servant,Single / not married,1
10.42.0.151-104.193.88.109-58877-80-6,107044,31,500,Cash loans,F,112500,906615,35415,688500,Working,Married,0
203.205.128.137-10.42.0.151-80-51476-6,107045,29,2027,Cash loans,F,157500,1046142,33876,913500,Working,Married,1
10.42.0.1-10.42.0.42-53-1202-17,107046,28,400,Cash loans,F,49500,450000,24412.5,450000,Working,Married,0
10.42.0.1-10.42.0.42-53-6431-17,107047,38,1490,Revolving loans,F,225000,540000,27000,540000,Working,Married,1
172.217.12.170-10.42.0.151-443-52291-6,107049,30,54290,Cash loans,M,135000,225000,16951.5,225000,Working,Single / not married,1
8.0.6.4-8.6.0.1-0-0-0,107050,37,400,Cash loans,F,360000,270000,29079,270000,Commercial associate,Civil marriage,1
172.217.6.238-10.42.0.151-443-34605-6,107051,31,2435,Cash loans,F,450000,1111500,32629.5,1111500,Commercial associate,Single / not married,1
216.58.219.206-10.42.0.211-443-56860-6,107052,35,24290,Cash loans,F,121500,418500,20353.5,418500,Working,Married,1
175.100.207.231-10.42.0.151-80-33178-6,107053,31,400,Cash loans,F,112500,622188,22477.5,472500,Working,Single / not married,1
10.42.0.211-31.13.71.7-48292-443-6,107054,30,500,Cash loans,M,112500,297000,15291,297000,Working,Married,0
10.42.0.211-54.235.88.249-47704-443-6,107055,27,2148,Revolving loans,M,225000,450000,22500,450000,Working,Married,0
169.54.129.41-10.42.0.151-443-32814-6,107056,29,-750,Cash loans,M,225000,1029681,30235.5,859500,Commercial associate,Married,1
10.42.0.151-10.42.0.1-61468-53-17,107057,60,400,Cash loans,F,202500,454500,21996,454500,Commercial associate,Married,0
10.42.0.211-10.42.0.1-65229-53-17,107058,27,-400,Cash loans,F,112500,89388,4477.5,58500,Working,Separated,0
10.42.0.211-54.192.38.154-41790-443-6,107059,26,1090,Cash loans,F,225000,1515415.5,41800.5,1354500,Working,Married,0
172.217.12.176-10.42.0.42-443-54836-6,107060,30,3080,Cash loans,M,225000,517500,13648.5,517500,Commercial associate,Married,0
180.149.138.210-10.42.0.211-80-40732-6,107061,48,400,Cash loans,F,135000,543037.5,43033.5,463500,Commercial associate,Civil marriage,0
173.222.142.156-10.42.0.211-443-44376-6,107062,32,1647,Cash loans,M,112500,86598,10404,76500,Working,Married,0
10.42.0.151-52.84.1.143-32859-443-6,107063,30,5618,Cash loans,M,45000,189000,12757.5,189000,Working,Married,0
172.217.10.14-10.42.0.42-443-49100-6,107064,27,2640,Cash loans,F,180000,904500,32485.5,904500,Working,Married,1
180.149.136.247-10.42.0.211-80-59346-6,107065,36,400,Cash loans,M,121500,916470,26928,765000,Working,Married,1
10.42.0.151-10.42.0.1-5351-42563-17,107066,43,400,Cash loans,M,121500,630000,30307.5,630000,Working,Married,1
10.42.0.1-10.42.0.42-53-62792-17,107067,57,400,Cash loans,F,292500,622413,31909.5,495000,Working,Married,0
10.42.0.151-52.84.40.38-59111-443-6,107068,30,50,Cash loans,F,90000,323460,25159.5,270000,Working,Married,1
182.140.183.66-10.42.0.151-80-40871-6,107069,33,1235,Revolving loans,M,135000,270000,13500,270000,Pensioner,Civil marriage,0
180.149.136.247-10.42.0.211-80-52079-6,107070,40,1077,Cash loans,F,135000,183384,19876.5,162000,Working,Married,1
217.12.13.13-10.42.0.211-443-60483-6,107072,34,400,Cash loans,F,337500,450000,44640,450000,Commercial associate,Civil marriage,0
172.217.12.170-10.42.0.151-443-50572-6,107073,43,500,Cash loans,M,225000,1078200,34911,900000,Working,Married,0
10.42.0.151-58.63.236.212-37298-443-6,107074,38,690,Cash loans,F,135000,630000,26689.5,630000,State servant,Separated,0
172.217.11.33-10.42.0.42-443-60807-6,107075,31,2735,Cash loans,F,135000,628114.5,25218,477000,Working,Separated,1
203.205.191.23-10.42.0.211-80-48186-6,107076,31,400,Revolving loans,F,112500,202500,10125,202500,Working,Single / not married,0
10.42.0.211-65.52.108.74-34948-443-6,107077,30,1995,Cash loans,F,135000,675000,27229.5,675000,Commercial associate,Married,0
10.42.0.151-106.39.162.36-43311-80-6,107078,53,2326,Cash loans,F,85500,327024,12325.5,270000,Working,Married,0
182.22.31.252-10.42.0.211-443-48454-6,107079,34,400,Cash loans,F,247500,781920,32998.5,675000,Working,Single / not married,1
172.217.10.227-10.42.0.151-443-51640-6,107080,24,3212,Revolving loans,M,45000,270000,13500,270000,Working,Married,1
10.42.0.151-54.239.17.113-43021-443-6,107082,29,1040,Cash loans,F,85500,276277.5,19359,238500,Commercial associate,Separated,0
10.42.0.211-47.89.67.224-57286-443-6,107083,30,1640,Cash loans,F,135000,1125000,37309.5,1125000,State servant,Married,0
163.177.151.166-10.42.0.211-443-51538-6,107084,28,1995,Revolving loans,M,157500,270000,13500,270000,Working,Married,0
10.42.0.211-10.42.0.1-9969-53-17,107085,28,1250,Revolving loans,F,270000,540000,27000,540000,Working,Married,1
10.42.0.42-23.101.112.170-49848-443-6,107086,40,400,Cash loans,M,180000,585000,34965,585000,Commercial associate,Married,0
10.42.0.211-10.42.0.1-15147-53-17,107087,35,800,Cash loans,M,202500,1006920,45630,900000,Working,Married,0
172.217.12.170-10.42.0.151-443-51125-6,107088,34,1235,Cash loans,F,90000,225000,17775,225000,Working,Married,0
10.42.0.151-103.7.30.118-43683-80-6,107089,29,1549,Cash loans,F,180000,182016,6988.5,144000,Pensioner,Separated,0
151.101.21.140-10.42.0.211-443-56711-6,107090,34,500,Cash loans,F,58500,339241.5,12919.5,238500,State servant,Single / not married,0
10.42.0.151-10.42.0.1-49083-53-17,107091,43,400,Cash loans,F,180000,573408,20727,495000,Pensioner,Married,0
180.76.182.155-10.42.0.211-80-52349-6,107092,30,3490,Cash loans,F,112500,675000,28728,675000,Working,Civil marriage,0
198.11.132.178-10.42.0.211-443-35872-6,107093,30,0,Cash loans,M,112500,418743,33214.5,342000,Commercial associate,Civil marriage,0
10.42.0.42-106.39.169.66-57117-80-6,107094,36,400,Cash loans,F,157500,825588,82620,765000,Working,Married,0
172.217.11.35-10.42.0.151-443-38362-6,107095,30,14667,Cash loans,F,225000,450000,46242,450000,Commercial associate,Married,0
10.42.0.151-123.125.29.220-49027-80-6,107096,32,1040,Cash loans,M,225000,900000,46084.5,900000,Working,Married,0
10.42.0.211-60.217.249.36-55487-80-6,107097,28,1140,Cash loans,M,112500,190764,15201,157500,Working,Married,1
202.77.129.150-10.42.0.42-80-44590-6,107098,40,1040,Cash loans,F,157500,497520,33246,450000,Working,Single / not married,1
172.217.11.14-10.42.0.151-443-42605-6,107099,50,400,Cash loans,M,540000,935640,98379,900000,Commercial associate,Married,1
172.217.10.234-10.42.0.151-443-37435-6,107100,38,400,Cash loans,F,148500,254700,27022.5,225000,Working,Civil marriage,1
10.42.0.211-121.12.98.62-41150-80-6,107101,28,400,Cash loans,M,360000,325908,16767,247500,Commercial associate,Married,1
216.58.219.227-10.42.0.151-443-47520-6,107102,30,1000,Cash loans,F,36000,910890,26761.5,652500,Pensioner,Married,1
10.42.0.211-106.11.14.99-56099-443-6,107103,45,400,Cash loans,M,202500,286704,26424,247500,Commercial associate,Married,1
10.42.0.211-108.174.10.10-51953-443-6,107104,27,800,Cash loans,M,157500,398016,26595,360000,Commercial associate,Civil marriage,1
172.217.10.10-10.42.0.151-443-33476-6,107105,44,400,Cash loans,F,157500,544491,17694,454500,Commercial associate,Civil marriage,0
10.42.0.151-10.42.0.1-7005-53-17,107106,27,1140,Cash loans,M,391500,835380,40320,675000,Commercial associate,Single / not married,1
10.42.0.211-10.42.0.1-15993-53-17,107107,29,400,Cash loans,F,157500,450000,11871,450000,Working,Civil marriage,1
10.42.0.211-69.147.82.60-35891-443-6,107108,35,400,Cash loans,F,41850,490536,17748,405000,Pensioner,Single / not married,1
151.101.21.140-10.42.0.211-443-33384-6,107109,40,400,Revolving loans,F,202500,225000,11250,225000,Working,Married,1
10.42.0.211-87.240.165.91-38825-80-6,107110,34,500,Cash loans,F,211500,755190,36459,675000,Pensioner,Separated,1
10.42.0.211-66.198.24.240-33194-80-6,107111,29,500,Cash loans,F,180000,227520,8707.5,180000,Working,Married,0
10.42.0.1-10.42.0.42-53-65246-17,107112,29,400,Cash loans,F,202500,592560,32143.5,450000,Working,Married,1
10.42.0.151-104.244.43.99-50119-443-6,107114,28,400,Cash loans,F,180000,450000,32746.5,450000,Working,Married,1
10.42.0.211-10.42.0.1-24311-53-17,107115,36,500,Cash loans,F,225000,1120711.5,40383,868500,Commercial associate,Married,0
10.42.0.211-66.198.24.224-37456-80-6,107116,36,1090,Cash loans,F,157500,363190.5,23341.5,328500,Pensioner,Married,1
10.42.0.211-10.42.0.1-53574-53-17,107117,27,500,Cash loans,F,90000,380533.5,20772,328500,Working,Single / not married,1
10.42.0.211-10.42.0.1-30514-53-17,107118,39,400,Cash loans,F,157500,1304064,46971,1152000,Working,Married,1
10.42.0.211-23.8.102.137-55570-443-6,107119,36,400,Cash loans,F,135000,755190,36328.5,675000,Working,Married,0
10.42.0.151-10.42.0.1-1695-53-17,107120,40,400,Cash loans,F,135000,505066.5,27036,468000,Commercial associate,Married,1
182.22.120.231-10.42.0.151-443-35678-6,107121,36,1040,Cash loans,F,225000,724981.5,30847.5,648000,Commercial associate,Civil marriage,1
10.42.0.42-76.13.28.196-39196-443-6,107122,42,1000,Cash loans,F,405000,1006920,39933,900000,Commercial associate,Married,1
10.42.0.211-31.13.80.52-57246-443-6,107123,29,400,Revolving loans,M,135000,360000,18000,360000,Commercial associate,Married,1
172.217.0.226-10.42.0.211-443-55928-6,107124,30,400,Cash loans,M,450000,900000,89928,900000,Commercial associate,Married,1
222.73.28.96-10.42.0.211-80-47958-6,107125,37,500,Cash loans,M,450000,855882,64120.5,765000,Commercial associate,Married,1
172.217.11.14-10.42.0.151-443-59238-6,107126,27,945,Cash loans,F,67500,284400,18643.5,225000,Pensioner,Married,1
180.149.136.247-10.42.0.211-80-50685-6,107127,29,400,Cash loans,F,90000,314100,16443,225000,Working,Married,1
151.101.117.140-10.42.0.211-443-45558-6,107128,27,1050,Cash loans,F,139500,148365,10678.5,135000,Commercial associate,Married,1
172.217.12.205-10.42.0.151-443-44840-6,107129,35,1000,Cash loans,M,180000,450000,27324,450000,Commercial associate,Married,1
10.42.0.151-23.194.108.102-52109-443-6,107132,40,400,Cash loans,F,112500,521280,28408.5,450000,Working,Civil marriage,1
10.42.0.42-104.192.110.245-45523-80-6,107133,36,500,Cash loans,M,58500,184500,13369.5,184500,Working,Single / not married,0
10.42.0.211-10.42.0.1-37781-53-17,107134,26,1680,Cash loans,F,405000,1227901.5,48825,1129500,Working,Married,1
10.42.0.211-103.235.46.211-44616-443-6,107135,32,400,Cash loans,F,247500,1048806,73125,990000,Commercial associate,Married,1
10.42.0.151-66.231.239.120-60128-80-6,107136,25,1000,Cash loans,F,85500,679500,19867.5,679500,Working,Married,1
10.42.0.211-31.13.71.52-52892-443-6,107137,30,400,Cash loans,F,90000,900000,26316,900000,Commercial associate,Married,1
172.217.8.3-10.42.0.42-443-33885-6,107138,40,500,Cash loans,M,225000,900000,31887,900000,Commercial associate,Married,1
10.42.0.211-69.147.82.60-35437-443-6,107139,37,400,Cash loans,F,225000,499261.5,23274,351000,Working,Single / not married,0
10.42.0.211-98.139.183.24-36232-443-6,107140,31,400,Cash loans,F,103500,810000,28827,810000,Working,Married,1
10.42.0.211-101.251.100.59-40093-5284-6,107141,29,984,Cash loans,M,553500,2156400,57015,1800000,Commercial associate,Married,1
10.42.0.211-10.42.0.1-57932-53-17,107142,30,500,Revolving loans,F,90000,180000,9000,180000,Commercial associate,Single / not married,1
10.42.0.151-13.32.250.220-50409-443-6,107143,40,400,Cash loans,M,292500,640080,29970,450000,Working,Married,0
10.42.0.211-23.208.168.108-54004-443-6,107144,34,400,Cash loans,M,135000,797557.5,26487,688500,Pensioner,Separated,1
239.255.255.250-10.42.0.42-1900-49596-17,107146,45,1040,Cash loans,F,135000,199467,15790.5,166500,Working,Single / not married,1
10.42.0.151-103.7.30.118-35481-80-6,107147,32,500,Cash loans,F,135000,490500,36801,490500,Pensioner,Widow,1
10.42.0.211-10.42.0.1-21216-53-17,107148,54,500,Cash loans,F,54000,585000,18999,585000,Working,Married,1
172.217.11.14-10.42.0.211-443-42421-6,107149,21,400,Cash loans,F,45000,339241.5,12312,238500,Working,Married,1
10.42.0.211-10.42.0.1-38027-53-17,107150,30,1320,Cash loans,M,166500,203760,22072.5,180000,State servant,Single / not married,1
172.217.10.13-10.42.0.151-443-36532-6,107151,34,400,Cash loans,F,90000,327024,18391.5,270000,Working,Married,1
172.217.12.174-10.42.0.211-80-55745-6,107152,54,500,Cash loans,F,157500,385375.5,39618,346500,Working,Married,1
10.42.0.151-31.13.80.12-32944-443-6,107153,44,400,Cash loans,M,157500,198000,9630,198000,Pensioner,Married,1
172.217.10.46-10.42.0.151-443-42762-6,107154,27,400,Cash loans,M,225000,835380,40320,675000,Working,Single / not married,1
205.204.101.47-10.42.0.211-80-41456-6,107155,31,400,Cash loans,F,81000,354276,23805,292500,Working,Married,1
10.42.0.211-103.43.91.10-57874-443-6,107157,38,400,Cash loans,F,81000,916470,32598,765000,Working,Married,1
216.58.219.202-10.42.0.211-443-52253-6,107158,34,500,Revolving loans,F,135000,270000,13500,270000,Pensioner,Separated,1
10.42.0.211-104.192.108.27-53833-80-6,107159,30,400,Cash loans,M,202500,679500,26946,679500,Working,Civil marriage,1
203.205.158.63-10.42.0.211-80-46894-6,107160,30,500,Cash loans,F,180000,187704,14958,148500,Working,Civil marriage,1
8.41.222.241-10.42.0.42-443-57299-6,107161,33,800,Cash loans,F,135000,704844,36117,630000,Working,Married,1
10.42.0.211-66.198.178.90-42393-443-6,107162,38,1000,Cash loans,M,112500,269982,32170.5,238500,Working,Married,1
216.58.219.238-10.42.0.42-443-48899-6,107163,42,500,Cash loans,F,225000,1113399,47304,945000,Working,Married,1
10.42.0.211-104.192.110.245-34754-80-6,107164,28,500,Cash loans,F,252000,824823,29353.5,688500,Pensioner,Married,1
10.42.0.151-121.12.98.64-59110-80-6,107165,25,400,Cash loans,M,112500,67500,8010,67500,Working,Married,1
10.42.0.211-66.231.239.95-46099-443-6,107166,48,400,Revolving loans,F,225000,270000,13500,270000,Commercial associate,Married,1
10.42.0.211-115.239.210.141-38378-80-6,107167,32,400,Cash loans,M,135000,450000,20979,450000,Working,Civil marriage,1
10.42.0.211-104.244.42.65-38554-443-6,107168,33,400,Cash loans,M,171000,1312110,48753,1125000,Working,Married,1
10.42.0.211-23.203.49.224-39840-443-6,107169,26,400,Cash loans,M,180000,1046142,33876,913500,Working,Married,1
10.42.0.211-103.235.46.212-46124-443-6,107170,29,400,Cash loans,F,121500,225000,20637,225000,Working,Single / not married,1
172.217.12.130-10.42.0.211-443-55989-6,107171,39,400,Cash loans,F,180000,675000,26284.5,675000,Pensioner,Married,1
10.42.0.211-23.194.181.192-53889-443-6,107172,31,400,Revolving loans,M,315000,675000,33750,675000,Commercial associate,Married,1
180.149.135.239-10.42.0.211-80-49366-6,107173,60,500,Cash loans,F,90000,278712,13122,220500,Pensioner,Widow,0
172.217.10.106-10.42.0.211-443-48871-6,107174,37,400,Revolving loans,F,85500,270000,13500,270000,Pensioner,Married,1
192.229.173.173-10.42.0.211-80-47983-6,107175,31,-344,Cash loans,F,315000,1321902,38781,1035000,Commercial associate,Separated,1
172.217.10.78-10.42.0.151-443-51109-17,107176,39,-347,Cash loans,M,315000,485640,39069,450000,Commercial associate,Married,1
172.217.6.234-10.42.0.151-443-47299-6,107177,34,400,Cash loans,F,121500,142632,15264,126000,Working,Single / not married,1
172.217.9.238-10.42.0.211-80-59703-6,107178,36,-887,Cash loans,M,202500,808650,26086.5,675000,Working,Married,1
183.232.231.30-10.42.0.211-443-43582-6,107179,42,0,Cash loans,M,112500,808650,26217,675000,Pensioner,Married,1
219.142.78.162-10.42.0.42-80-60070-6,107180,26,500,Cash loans,M,81000,206271,22014,193500,Working,Single / not married,1
172.217.10.99-10.42.0.151-443-59396-6,107181,28,-1017,Cash loans,F,67500,171900,6610.5,112500,Working,Civil marriage,1
10.42.0.211-64.71.142.124-48516-80-6,107182,28,-877,Cash loans,M,180000,265500,25209,265500,Commercial associate,Civil marriage,1
172.217.10.46-10.42.0.211-443-34346-6,107183,31,400,Cash loans,M,126000,521280,28408.5,450000,Commercial associate,Separated,1
10.42.0.151-66.198.24.243-50122-80-6,107184,35,600,Cash loans,F,72000,284400,13963.5,225000,Working,Separated,1
172.217.12.170-10.42.0.211-443-35100-6,107185,31,400,Cash loans,F,117000,640080,31261.5,450000,Working,Civil marriage,1
182.22.25.252-10.42.0.211-443-38343-6,107186,31,433,Cash loans,F,112500,247275,19953,225000,State servant,Married,1
10.42.0.211-74.125.192.138-44169-443-6,107187,36,2090,Cash loans,F,72000,808650,29839.5,675000,Commercial associate,Married,1
172.217.12.195-10.42.0.211-443-33772-6,107188,47,930,Revolving loans,F,135000,180000,9000,180000,Commercial associate,Single / not married,1
140.205.61.61-10.42.0.151-80-59598-6,107189,34,2186,Cash loans,F,810000,360000,35604,360000,Commercial associate,Civil marriage,1
10.42.0.1-10.42.0.42-53-38547-17,107190,29,400,Cash loans,F,157500,493497,48204,454500,Working,Married,1
10.42.0.211-52.84.29.154-57105-443-6,107191,30,500,Cash loans,M,180000,835380,40320,675000,Working,Married,1
8.0.6.4-8.6.0.1-0-0-0,107192,44,3650,Cash loans,F,135000,959598,28188,801000,Pensioner,Civil marriage,1
172.217.9.227-10.42.0.151-443-52557-6,107193,29,2177,Revolving loans,F,67500,202500,10125,202500,Working,Married,1
173.222.142.156-10.42.0.211-443-44376-6,107194,52,1200,Cash loans,M,315000,505246.5,53185.5,486000,Commercial associate,Married,1
10.42.0.151-10.42.0.1-50604-53-17,107195,31,3507,Cash loans,M,90000,555273,15399,463500,Working,Married,1
172.217.11.10-10.42.0.211-443-37236-6,107196,35,400,Cash loans,M,247500,1418692.5,60237,1305000,Working,Married,1
10.42.0.42-42.236.125.112-48507-80-6,107197,43,2930,Revolving loans,M,135000,270000,13500,270000,Working,Married,1
172.217.10.42-10.42.0.211-443-41600-6,107198,52,400,Cash loans,M,180000,1006920,51543,900000,Commercial associate,Married,1
172.217.6.238-10.42.0.211-443-46550-6,107199,50,3855,Cash loans,F,243000,729792,35239.5,630000,Commercial associate,Single / not married,1
180.149.136.247-10.42.0.211-80-56796-6,107200,43,500,Cash loans,F,225000,1066752,31320,931500,Pensioner,Widow,1
10.42.0.211-106.39.169.66-42609-80-6,107201,55,5948,Cash loans,F,45000,247275,17338.5,225000,Pensioner,Married,1
8.41.222.241-10.42.0.211-443-40412-6,107202,31,400,Revolving loans,M,157500,135000,6750,135000,Commercial associate,Married,1
172.217.10.106-10.42.0.211-443-38180-6,107203,37,1090,Revolving loans,F,90000,337500,16875,337500,Pensioner,Separated,1
10.42.0.211-106.39.162.36-47297-80-6,107204,34,400,Cash loans,F,135000,1078200,38331,900000,Working,Married,1
192.229.173.173-10.42.0.211-80-39746-6,107205,52,400,Cash loans,F,225000,436671,22423.5,364500,Working,Married,1
10.42.0.42-106.39.169.66-43507-443-6,107206,39,1190,Cash loans,F,202500,651600,27738,562500,Working,Married,1
202.77.129.150-10.42.0.211-443-38315-6,107207,36,2695,Cash loans,F,112500,1218708,35761.5,873000,State servant,Married,1
172.217.6.202-10.42.0.151-443-60916-6,107208,30,3185,Cash loans,M,121500,178290,10363.5,157500,Pensioner,Married,1
10.42.0.151-10.42.0.1-4558-53-17,107209,27,500,Cash loans,F,225000,781920,31522.5,675000,Commercial associate,Separated,1
10.42.0.211-121.14.255.98-36753-80-6,107210,32,1050,Cash loans,F,189000,578619,18931.5,499500,Pensioner,Married,1
10.42.0.151-10.42.0.1-20477-53-17,107211,33,1640,Cash loans,M,121500,283500,13765.5,283500,Commercial associate,Married,1
10.42.0.211-106.11.92.16-45746-443-6,107212,35,2440,Cash loans,F,180000,108000,7029,108000,Working,Separated,1
10.42.0.42-65.55.223.36-46360-40035-17,107213,33,433,Cash loans,F,135000,130320,13815,112500,Working,Married,1
10.42.0.42-66.198.24.253-50007-80-6,107214,34,250,Revolving loans,M,90000,180000,9000,180000,Working,Married,1
